index,FF,FG,FGA,FPTS,FR,INT,MISC FL,MISC FPTS,PA,PASSING ATT,PASSING CMP,PASSING INTS,PASSING TDS,PASSING YDS,Player,Position,RECEIVING REC,RECEIVING TDS,RECEIVING YDS,RUSHING ATT,RUSHING TDS,RUSHING YDS,SACK,SAFETY,TD,XPT,YDS AGN
109,,,,,,,0.0,9.8,,,,,,,Lee Smith,te,3.5,0.4,41.2,,,,,,,,
110,,,,,,,0.0,9.6,,,,,,,Deon Yelder,te,3.7,0.3,39.3,,,,,,,,
111,,,,,,,0.0,9.4,,,,,,,Sean Culkin,te,3.4,0.4,39.7,,,,,,,,
112,,,,,,,0.0,9.0,,,,,,,Jordan Leggett,te,4.2,0.3,29.7,,,,,,,,
113,,,,,,,0.1,8.9,,,,,,,Joshua Perkins,te,3.5,0.3,37.9,,,,,,,,
114,,,,,,,0.0,8.5,,,,,,,David Morgan,te,3.8,0.2,36.4,,,,,,,,
115,,,,,,,0.0,8.5,,,,,,,Cole Wick,te,3.6,0.3,33.2,,,,,,,,
116,,,,,,,0.0,8.0,,,,,,,Scott Simonson,te,3.4,0.3,31.2,,,,,,,,
117,,,,,,,0.0,7.9,,,,,,,Logan Thomas,te,2.9,0.4,24.7,,,,,,,,
118,,,,,,,0.0,7.7,,,,,,,Ben Braunecker,te,3.3,0.2,33.7,,,,,,,,
119,,,,,,,0.0,7.6,,,,,,,Jerome Cunningham,te,3.0,0.3,30.6,,,,,,,,
120,,,,,,,0.0,7.6,,,,,,,Eric Saubert,te,3.0,0.3,28.7,,,,,,,,
121,,,,,,,0.0,7.2,,,,,,,Tommy Sweeney,te,2.9,0.2,33.0,,,,,,,,
122,,,,,,,0.0,7.1,,,,,,,Ross Dwelley,te,3.1,0.2,26.5,,,,,,,,
123,,,,,,,0.0,6.5,,,,,,,Gabe Holmes,te,2.4,0.3,24.2,,,,,,,,
124,,,,,,,0.0,6.5,,,,,,,Clive Walford,te,2.6,0.3,24.1,,,,,,,,
125,,,,,,,0.0,6.4,,,,,,,Jerell Adams,te,2.8,0.1,33.0,,,,,,,,
126,,,,,,,0.0,6.4,,,,,,,Ross Travis,te,2.4,0.3,19.5,,,,,,,,
127,,,,,,,0.0,6.4,,,,,,,Ben Koyack,te,2.4,0.3,22.4,,,,,,,,
128,,,,,,,0.0,5.6,,,,,,,Rico Gathers,te,2.3,0.2,21.3,,,,,,,,
129,,,,,,,0.0,5.3,,,,,,,Matt Flanagan,te,2.0,0.2,20.4,,,,,,,,
130,,,,,,,0.0,5.0,,,,,,,A.J. Derby,te,2.0,0.1,23.5,,,,,,,,
131,,,,,,,0.0,4.8,,,,,,,Ryan Izzo,te,1.8,0.2,20.8,,,,,,,,
132,,,,,,,0.0,4.5,,,,,,,Evan Baylis,te,1.3,0.3,13.9,,,,,,,,
133,,,,,,,0.0,4.4,,,,,,,C.J. Conrad,te,1.8,0.1,19.4,,,,,,,,
134,,,,,,,0.0,4.2,,,,,,,Troy Fumagalli,te,1.8,0.1,18.6,,,,,,,,
135,,,,,,,0.0,4.2,,,,,,,Mason Schreck,te,1.7,0.1,18.6,,,,,,,,
136,,,,,,,0.0,3.9,,,,,,,Ryan Hewitt,te,1.5,0.1,17.1,,,,,,,,
137,,,,,,,0.0,3.3,,,,,,,Will Tye,te,1.2,0.1,12.4,,,,,,,,
138,,,,,,,0.0,3.1,,,,,,,Darrell Daniels,te,1.6,0.0,14.8,,,,,,,,
139,,,,,,,0.0,2.8,,,,,,,Johnny Mundt,te,1.2,0.1,9.8,,,,,,,,
140,,,,,,,0.0,0.0,,,,,,,Moritz Bohringer,te,0.0,0.0,0.0,,,,,,,,
141,,,,,,,0.0,0.0,,,,,,,Alex Ellis,te,0.0,0.0,0.0,,,,,,,,
142,,,,,,,0.0,0.0,,,,,,,Vince Mayle,te,0.0,0.0,0.0,,,,,,,,
143,,,,,,,0.0,0.0,,,,,,,Garrett Dickerson,te,0.0,0.0,0.0,,,,,,,,
144,,,,,,,0.0,0.0,,,,,,,Temarrick Hemingway,te,0.0,0.0,0.0,,,,,,,,
145,,,,,,,0.0,0.0,,,,,,,Cole Hikutini,te,0.0,0.0,0.0,,,,,,,,
146,,,,,,,0.0,0.0,,,,,,,Bucky Hodges,te,0.0,0.0,0.0,,,,,,,,
147,,,,,,,0.0,0.0,,,,,,,Austin Traylor,te,0.0,0.0,0.0,,,,,,,,
148,,,,,,,0.0,0.0,,,,,,,Donnie Ernsberger,te,0.0,0.0,0.0,,,,,,,,
149,,,,,,,0.0,0.0,,,,,,,Marcus Lucas,te,0.0,0.0,0.0,,,,,,,,
0,,29.9,35.7,133.0,,,,,,,,,,,Greg Zuerlein,k,,,,,,,,,,43.2,
1,,31.0,36.4,127.9,,,,,,,,,,,Justin Tucker,k,,,,,,,,,,35.1,
2,,27.9,33.3,127.8,,,,,,,,,,,Stephen Gostkowski,k,,,,,,,,,,44.1,
3,,27.3,32.8,124.1,,,,,,,,,,,Wil Lutz,k,,,,,,,,,,42.1,
4,,26.6,31.2,122.5,,,,,,,,,,,Harrison Butker,k,,,,,,,,,,42.8,
5,,28.4,34.5,121.1,,,,,,,,,,,Ka'imi Fairbairn,k,,,,,,,,,,35.8,
6,,28.0,32.3,119.7,,,,,,,,,,,Robbie Gould,k,,,,,,,,,,35.8,
7,,26.2,29.9,117.4,,,,,,,,,,,Michael Badgley,k,,,,,,,,,,38.9,
8,,25.0,30.3,115.5,,,,,,,,,,,Adam Vinatieri,k,,,,,,,,,,40.6,
9,,25.2,30.2,115.2,,,,,,,,,,,Austin Seibert,k,,,,,,,,,,39.6,
10,,27.6,33.0,114.9,,,,,,,,,,,Taylor Bertolet,k,,,,,,,,,,32.1,
11,,26.1,32.7,114.2,,,,,,,,,,,Brett Maher,k,,,,,,,,,,35.8,
12,,26.0,31.6,113.1,,,,,,,,,,,Mason Crosby,k,,,,,,,,,,35.0,
13,,25.3,30.6,112.6,,,,,,,,,,,Giorgio Tavecchio,k,,,,,,,,,,36.6,
14,,26.9,31.5,112.4,,,,,,,,,,,Matt Prater,k,,,,,,,,,,31.8,
15,,25.2,30.8,112.4,,,,,,,,,,,Jake Elliott,k,,,,,,,,,,36.9,
16,,26.0,31.6,111.3,,,,,,,,,,,Ryan Succop,k,,,,,,,,,,33.2,
17,,24.9,29.7,111.1,,,,,,,,,,,Graham Gano,k,,,,,,,,,,36.4,
18,,24.8,28.7,110.5,,,,,,,,,,,Jason Myers,k,,,,,,,,,,36.2,
19,,25.6,29.5,108.9,,,,,,,,,,,Aldrick Rosas,k,,,,,,,,,,32.0,
20,,24.7,29.4,107.9,,,,,,,,,,,Matt Gay,k,,,,,,,,,,33.9,
21,,22.2,27.8,106.5,,,,,,,,,,,Chris Boswell,k,,,,,,,,,,39.8,
22,,23.9,31.0,102.9,,,,,,,,,,,Dan Bailey,k,,,,,,,,,,31.2,
23,,22.6,28.0,102.1,,,,,,,,,,,Greg Joseph,k,,,,,,,,,,34.3,
24,,24.1,28.1,101.5,,,,,,,,,,,Josh Lambo,k,,,,,,,,,,29.2,
25,,23.9,28.8,100.9,,,,,,,,,,,Daniel Carlson,k,,,,,,,,,,29.3,
26,,23.3,27.8,100.2,,,,,,,,,,,Brandon McManus,k,,,,,,,,,,30.3,
27,,22.3,29.3,99.9,,,,,,,,,,,Eddy Pineiro,k,,,,,,,,,,33.1,
28,,23.8,28.4,99.5,,,,,,,,,,,Dustin Hopkins,k,,,,,,,,,,28.2,
29,,21.4,28.4,99.2,,,,,,,,,,,Cairo Santos,k,,,,,,,,,,35.1,
30,,23.5,28.2,98.1,,,,,,,,,,,Steven Hauschka,k,,,,,,,,,,27.7,
31,,22.6,26.7,97.8,,,,,,,,,,,Randy Bullock,k,,,,,,,,,,30.0,
32,,22.5,25.3,95.7,,,,,,,,,,,Jason Sanders,k,,,,,,,,,,28.1,
33,,21.3,0.0,91.4,,,,,,,,,,,Elliott Fry,k,,,,,,,,,,27.7,
34,,20.8,26.7,91.1,,,,,,,,,,,Zane Gonzalez,k,,,,,,,,,,28.6,
35,,0.0,0.0,0.0,,,,,,,,,,,Tristan Vizcaino,k,,,,,,,,,,0.0,
36,,0.0,0.0,0.0,,,,,,,,,,,Sam Ficken,k,,,,,,,,,,0.0,
0,16.9,,,118.9,11.6,16.5,,,311.3,,,,,,Chicago Bears,dst,,,,,,,42.2,0.5,3.2,,5118.4
1,16.6,,,114.0,11.1,16.3,,,344.8,,,,,,Los Angeles Rams,dst,,,,,,,41.3,0.5,2.8,,5678.2
2,12.6,,,109.1,9.4,16.3,,,314.4,,,,,,Baltimore Ravens,dst,,,,,,,37.2,0.2,3.4,,5131.5
3,17.0,,,108.8,11.0,15.9,,,356.3,,,,,,Cleveland Browns,dst,,,,,,,38.4,0.2,2.7,,5626.7
4,17.3,,,108.0,10.8,14.6,,,335.7,,,,,,New Orleans Saints,dst,,,,,,,42.0,0.5,2.4,,5698.4
5,12.9,,,108.0,8.7,14.8,,,331.5,,,,,,Minnesota Vikings,dst,,,,,,,44.0,0.5,2.7,,5214.8
6,17.3,,,107.0,11.3,14.0,,,355.2,,,,,,Indianapolis Colts,dst,,,,,,,40.0,0.5,2.6,,5668.0
7,13.3,,,106.9,10.2,13.8,,,336.7,,,,,,Philadelphia Eagles,dst,,,,,,,40.8,0.9,2.8,,5508.7
8,13.9,,,106.8,10.1,13.5,,,344.6,,,,,,Pittsburgh Steelers,dst,,,,,,,44.5,0.2,2.5,,5482.9
9,19.0,,,106.5,11.9,13.8,,,341.6,,,,,,Houston Texans,dst,,,,,,,36.7,0.2,3.0,,5665.9
10,14.4,,,106.2,9.8,15.9,,,319.1,,,,,,New England Patriots,dst,,,,,,,36.6,0.5,2.9,,5543.3
11,17.5,,,105.9,11.0,13.6,,,355.7,,,,,,Denver Broncos,dst,,,,,,,40.6,0.5,2.5,,5612.8
12,18.2,,,105.7,11.2,13.6,,,381.6,,,,,,Carolina Panthers,dst,,,,,,,39.1,0.5,2.7,,5844.1
13,13.6,,,105.4,10.0,14.3,,,329.5,,,,,,Los Angeles Chargers,dst,,,,,,,38.7,0.5,2.8,,5470.1
14,17.2,,,105.0,10.8,16.1,,,348.4,,,,,,Buffalo Bills,dst,,,,,,,35.3,0.2,2.6,,5096.3
15,16.9,,,105.0,10.9,13.6,,,373.3,,,,,,Kansas City Chiefs,dst,,,,,,,39.3,0.6,2.6,,5924.5
16,12.6,,,105.0,9.9,14.1,,,334.8,,,,,,Jacksonville Jaguars,dst,,,,,,,38.9,0.5,2.8,,5184.1
17,15.3,,,104.0,9.9,12.4,,,394.5,,,,,,Arizona Cardinals,dst,,,,,,,43.1,0.9,2.4,,5762.4
18,16.8,,,102.2,10.3,13.4,,,369.1,,,,,,Washington Redskins,dst,,,,,,,41.7,0.2,2.1,,5661.3
19,18.0,,,100.8,11.7,13.2,,,352.2,,,,,,Seattle Seahawks,dst,,,,,,,35.6,0.2,2.5,,5657.1
20,12.5,,,98.5,9.4,13.0,,,382.5,,,,,,Green Bay Packers,dst,,,,,,,39.3,0.2,2.4,,5745.1
21,14.0,,,98.3,9.1,13.8,,,340.2,,,,,,Tennessee Titans,dst,,,,,,,37.5,0.2,2.5,,5579.1
22,15.1,,,98.3,11.2,13.0,,,342.2,,,,,,Dallas Cowboys,dst,,,,,,,36.9,0.2,2.1,,5408.3
23,13.6,,,96.9,9.5,13.5,,,385.6,,,,,,New York Jets,dst,,,,,,,34.9,0.5,2.5,,5745.8
24,13.7,,,95.4,9.2,13.2,,,394.5,,,,,,Atlanta Falcons,dst,,,,,,,35.4,0.5,2.4,,5992.8
25,13.2,,,95.4,9.8,11.1,,,406.1,,,,,,San Francisco 49ers,dst,,,,,,,38.0,0.2,2.5,,5660.0
26,14.1,,,95.4,9.5,11.5,,,368.6,,,,,,Detroit Lions,dst,,,,,,,38.1,0.5,2.4,,5690.5
27,12.7,,,93.5,8.6,14.1,,,390.4,,,,,,Cincinnati Bengals,dst,,,,,,,33.0,0.2,2.5,,5925.7
28,11.2,,,93.1,8.9,14.0,,,384.1,,,,,,New York Giants,dst,,,,,,,33.0,0.5,2.2,,5801.3
29,12.4,,,91.3,8.4,14.2,,,417.3,,,,,,Miami Dolphins,dst,,,,,,,29.4,0.5,2.6,,6178.6
30,14.5,,,90.7,10.0,11.4,,,421.8,,,,,,Tampa Bay Buccaneers,dst,,,,,,,34.1,0.5,2.1,,6187.4
31,10.4,,,80.5,8.1,12.8,,,430.0,,,,,,Oakland Raiders,dst,,,,,,,26.9,0.1,1.9,,6202.8
